label,source,name,text
Literal,Phil-IRI 2024 JHS EN Post G6,Phil-IRI 2024 JHS EN Post G6 — Flying Rocks,"On June 15, 1991, Mount Pinatubo in the Philippines erupted in one of the most powerful volcanic explosions of the twentieth century. The eruption sent a column of ash and gases more than thirty-five kilometers into the sky. Rocks and volcanic material were hurled into the air at tremendous speeds. Some fragments, called pyroclasts, traveled hundreds of kilometers from the volcano. The eruption released so much sulfur dioxide that it temporarily lowered global temperatures by about half a degree Celsius. Before the eruption, scientists and government officials successfully evacuated more than fifty thousand people from the surrounding area, saving tens of thousands of lives. The volcanic ash covered farmland, collapsed rooftops, and buried entire villages under meters of lahar — a dangerous mixture of volcanic ash, rock, and water. The Pinatubo eruption demonstrated both the destructive power of nature and the life-saving importance of early warning systems and disaster preparedness."
Inferential,Phil-IRI 2024 JHS EN Post G7,Phil-IRI 2024 JHS EN Post G7 — The Jeepney: A Filipino Tradition,"The jeepney is one of the most recognizable symbols of the Philippines. Originally made from American military jeeps left behind after World War II, these colorful vehicles were converted by Filipino mechanics and entrepreneurs into passenger transport. Over decades, the jeepney evolved into an art form: each one is uniquely decorated with chrome horses, colorful paintings, religious icons, LED lights, and the names of the driver's family or hometown. For many Filipinos, riding the jeepney is not just a way to get from one place to another — it is a daily ritual that connects them to their neighbors and to their history. However, the traditional jeepney is now threatened. The government's Public Utility Vehicle Modernization Program requires older jeepneys to be replaced with newer, more fuel-efficient models that meet emission standards. Supporters of the program say the modern jeepneys are safer and cleaner. Critics argue that the old jeepneys represent a cultural heritage that should be preserved. The debate over the jeepney's future reflects a wider tension in Philippine society between modernization and the preservation of national identity."
Evaluative,Phil-IRI 2024 JHS EN Post G8,Phil-IRI 2024 JHS EN Post G8 — The Impact of Social Media on Communication,"The rise of social media platforms over the past two decades has fundamentally altered the way human beings communicate. Networks such as Facebook, Instagram, and TikTok have made it possible for individuals to share information instantly with millions of people across the globe, collapsing barriers of time and distance that once defined human interaction. Proponents argue that social media has democratized public discourse, giving ordinary citizens a voice in conversations once dominated by governments and corporations. It has also proven invaluable for organizing social movements, coordinating disaster relief, and maintaining personal relationships across borders. However, critics highlight significant costs. The algorithmic design of social media platforms tends to prioritize emotionally charged content that maximizes engagement, often amplifying misinformation, outrage, and polarization. Research has linked heavy social media use among adolescents to increased rates of anxiety, depression, and poor body image. The ephemeral nature of online communication has also been associated with a decline in the quality of public deliberation, as complex issues are reduced to short posts and reactive comments. Understanding these trade-offs requires not only technological literacy but also a critical awareness of the economic interests that shape the platforms mediating our social lives."
Evaluative,Phil-IRI 2024 JHS EN Post G9,Phil-IRI 2024 JHS EN Post G9 — The Rise of AI in Education,"Artificial intelligence is increasingly integrated into educational systems around the world, raising fundamental questions about the future of teaching and learning. AI-powered tools already personalize instruction by analyzing student performance data and adapting content to individual learning pace and style. Platforms powered by large language models can generate practice problems, explain concepts in multiple ways, and provide instant feedback on student writing — functions previously performed exclusively by human educators. Proponents argue that AI can democratize access to high-quality instruction, particularly in underserved communities where qualified teachers are scarce. In the Philippines, where classroom overcrowding and unequal resource distribution remain persistent challenges, AI-assisted learning holds particular promise. Yet critics warn against uncritical adoption. AI systems trained primarily on English-language data may poorly serve students in multilingual contexts or perpetuate cultural biases embedded in their training corpora. There is also the risk of over-reliance: students who depend on AI for answers may develop shallow understanding rather than the deep critical thinking skills that rigorous education aims to cultivate. The most productive vision of AI in education is not a replacement for teachers but a powerful tool that enables educators to do their jobs more effectively."
Evaluative,Phil-IRI 2024 JHS EN Post G10,Phil-IRI 2024 JHS EN Post G10 — Exploring Non-Mendelian Genetics,"Gregor Mendel's foundational experiments with pea plants in the nineteenth century established the basic principles of hereditary transmission — dominance, recessiveness, and the independent assortment of traits. For nearly a century, the Mendelian framework provided the conceptual backbone of genetics. However, as molecular biology advanced in the twentieth century, it became clear that many traits do not follow Mendel's simple rules. Incomplete dominance occurs when neither allele is fully dominant, producing a phenotype intermediate between the two parental forms. Codominance, observed in human blood type genetics, involves the simultaneous expression of both alleles. Polygenic inheritance, in which multiple genes contribute to a single trait such as height or skin color, produces the continuous variation observed in populations and cannot be captured by Mendel's binary dominant-recessive model. Epigenetics — the study of heritable changes in gene expression that do not involve changes to the DNA sequence itself — adds a further layer of complexity, demonstrating that the environment can influence which genes are activated across generations. These discoveries do not invalidate Mendel's contributions but expand our understanding of heredity to encompass the full reality of how traits are transmitted and expressed in living organisms."
Literal,Phil-IRI 2024 JHS FIL Pre G4,Phil-IRI 2024 JHS FIL Pre G4 — Isang Pangarap,"Lahat tayo ay may pangarap. Si Nena ay may pangarap na maging guro balang araw. Araw-araw, nagtatayo siya ng maliit na paaralan sa ilalim ng puno. Ginagawa niyang mga estudyante ang kanyang mga kapatid at kapitbahay. Nagbibigay siya ng mga takdang-aralin at nagwawasto ng mga papel. Natutuwa ang lahat kapag may klase si Nena. Minsan, tinanong siya ng kanyang ina: 'Bakit gusto mong maging guro?' Sumagot si Nena: 'Gusto kong turuan ang mga bata. Gusto kong matulungan silang matuto ng magbasa at magsulat.' Ngumiti ang ina niya. 'Kung patuloy kang mag-aral at magtrabaho nang husto, maaabot mo ang iyong pangarap,' sabi ng ina. Ngayon, mas pinagsisikapan ni Nena ang kanyang pag-aaral. Alam niya na ang isang pangarap ay nagsisimula sa isang maliit na hakbang."
Literal,Phil-IRI 2024 JHS FIL Pre G5,Phil-IRI 2024 JHS FIL Pre G5 — Tagtuyot Hatid ng El Nino,"Bawat ilang taon, nakakaranas ang Pilipinas ng mapaminsalang epekto ng El Nino. Ang El Nino ay isang natural na kaganapan kung saan nagtatag-init ang tubig sa Pasipikong Karagatan, na nagdudulot ng pagbabago sa lagay ng panahon sa buong mundo. Sa Pilipinas, ang El Nino ay kadalasang nagdudulot ng matinding tagtuyot. Nanganganib ang mga pananim ng mga magsasaka dahil sa kakulangan ng ulan. Tumitigas at nagsasabog ang lupa, at namamatay ang maraming halaman. Ang mga ilog at imbakan ng tubig ay nauubos, kaya nagdurusa rin ang mga taong nakatira sa mga probinsya. Sa ilang lugar, naghihirap ang mga pamilya dahil wala silang sapat na pagkain at inuming tubig. Mahalaga ang paghahanda para sa El Nino. Kailangan ng pamahalaan at ng bawat pamilya na mag-imbak ng tubig, magtanim ng mga halaman na matibay sa tagtuyot, at matuto sa mga nakaraang karanasan."
Literal,Phil-IRI 2024 JHS FIL Pre G6,Phil-IRI 2024 JHS FIL Pre G6 — Ang Puerto Princesa Underground River,"Ang Puerto Princesa Underground River ay isa sa mga pinaka-kamangha-manghang likas na tagpuan sa buong mundo. Matatagpuan ito sa Palawan, isang probinsya sa kanlurang bahagi ng Pilipinas. Noong 2011, ito ay pinili bilang isa sa New Seven Wonders of Nature. Ang ilog na ito ay umaagos sa loob ng isang yungib na humigit-kumulang 8.2 kilometro ang haba bago umabot sa karagatan. Sa loob ng yungib, makikita ang malalaki at magagandang stalactite at stalagmite na nabuo sa loob ng libu-libong taon. Ang mga taong bumibisita dito ay sinasakay sa mga bangka para makapasok sa yungib. Bukod sa natural na kagandahan nito, ang lugar ay tirahan din ng maraming uri ng hayop, kabilang ang mga ibon, ahas, at palaka. Itinuturing ang Puerto Princesa Underground River na isang mahalagang bahagi ng natural na pamana ng Pilipinas na dapat pangalagaan at protektahan para sa mga susunod na henerasyon."
Inferential,Phil-IRI 2024 JHS FIL Pre G7,Phil-IRI 2024 JHS FIL Pre G7 — Palag Lang,"Si Mang Tomas ay isang matandang mangingisda na naninirahan sa tabi ng dagat. Sa loob ng maraming taon, inaasahang yumaman siya sa pangingisda, ngunit lagi siyang naibabalik ng hanggang-hinawa sa daungan na may kaunti lamang na nahuli. Isang araw, ang kanyang anak na si Lando ay nagmungkahi: 'Tatay, panahon na para bumili tayo ng bagong lambat. Mas marami tayong mahuhuli.' Tumanggi si Mang Tomas. 'Saan tayo kukuha ng pera para doon?' Ngunit si Lando ay hindi sumuko. Nakiusap siya sa barangay kapitan na tulungan sila sa programa ng pamahalaan para sa mga mangingisda. Nagpursige siya, nagpagal, at sa wakas ay nakakuha ng bagong lambat. Sa unang beses na ginagamit ang bagong lambat, maraming isda ang nahuli. Ngumiti si Mang Tomas at tinapik sa balikat ang kanyang anak. 'Ikaw pala ang dapat kong tularan,' sabi niya. 'Ang palag ay hindi kahulugan ng kabiguan. Ito ay patunay na ikaw ay nagtatangka.'"
Evaluative,Phil-IRI 2024 JHS FIL Pre G8,Phil-IRI 2024 JHS FIL Pre G8 — Sino Ka Tao,"Ang tanong na 'Sino ka?' ay tila madaling sagutin. Ibibigay mo ang iyong pangalan, sasabihin mo kung saan ka nakatira, at ilalista mo ang iyong pamilya at trabaho. Ngunit ang tunay na pagkakakilanlan ng isang tao ay hindi matatagpuan sa mga simpleng katotohanang ito. Ang pagkakakilanlan ay isang masalimuot na konstruksyon na nabubuo sa pamamagitan ng kultura, kasaysayan, karanasan, at relasyon. Para sa isang Pilipino, ang pagkakakilanlan ay lalo pang kumplikado. Tayo ay isang bansang dumaan sa ilang daang taon ng pananakop — una ng Kastila, saka ng mga Amerikano — at ang bawat kolonyal na kapangyarihan ay nag-iwan ng malalim na bakas sa ating wika, relihiyon, at paraan ng pamumuhay. Ngunit ang katotohanan ay mas malalim: ang pagiging Pilipino ay nangangahulugan ng kakayahang isama ang iba't ibang impluwensiya at gawin itong sarili. Ang ating kakayahang mag-angkop, magtiis, at mangarap sa kabila ng lahat ng pagsubok — iyon ang tunay na kahulugan ng pagiging Pilipino."
Evaluative,Phil-IRI 2024 JHS FIL Pre G9,Phil-IRI 2024 JHS FIL Pre G9 — Daing ng Kalikasan,"Kung makapagsasalita ang kalikasan, ano kaya ang kanyang sasabihin? Marahil, magsisimula siya sa isang pagsangit na nangangamoy ng usok at nagtatago sa likod ng mga puting ulap na ginawa ng tao. Marahil, magrereklamo siya ng pag-ulan ng acid rain na kumukuha ng buhay mula sa kanyang mga ilog at lawa. Marahil, makiikilos siya tungkol sa mga kagubatan na nawala — hindi sa mga dekada kundi sa mga taon at kahit buwan lamang. Ang mga palatandaan ng pagbabago ng klima ay lalong malinaw: ang pagtaas ng antas ng dagat, ang pagtindi ng mga bagyo, ang pagkawala ng mga coral reef. Sa kabila nito, maraming tao pa rin ang kumikilos na para bang walang problema. Kailangan nating muling aralin ang ating relasyon sa kalikasan. Hindi tayo ang nagmamay-ari ng kalikasan — tayo ay bahagi nito. Ang pinsala na ating ginagawa sa kalikasan ay pinsala rin sa ating sarili. Ang daing ng kalikasan ay hindi lamang isang metapora — ito ay isang babala na dapat nating pakinggan bago pa huli ang lahat."
Evaluative,Phil-IRI 2024 JHS FIL Pre G10,Phil-IRI 2024 JHS FIL Pre G10 — Nang Mauna ang Dapat Mahuli,"Sa buhay ng tao, mayroong mga sandaling nailalagay sa maling lugar ang mga prioridad. Ang tagumpay sa materyal ay hinahangad nang higit sa pagmamahalan sa pamilya. Ang katanyagan ay hinahabol nang mas masigla kaysa sa integridad. At sa larangan ng pulitika, madalas na ang kapangyarihan ang nauuna kaysa sa serbisyo sa bayan. Ang nobelistang si Jose Rizal, sa pamamagitan ng kanyang mga akda, ay naglalarawan ng ganitong kalagayan — ng mga taong napikot sa mga ilusyon ng kolonyal na kapangyarihan, na naghahanap ng karangalan mula sa mga manananakop sa halip na sa kanilang sariling kultura. Sa kasalukuyang lipunan, patuloy na nangyayari ang ganitong pagpapalit ng priyoridad. Ang mga kabataan ay pinipilit na magtagumpay sa ekonomiya ngunit hindi sila tinuturuan kung paano mabuhay nang may dignidad. Ang edukasyon ay nagiging instrumento ng merkado sa halip na paraan ng pagbuo ng buong tao. Ang hamon sa bawat henerasyon ay ang muling tukuyin kung ano ang dapat mauna at kung ano ang dapat mahuli — at ang lakas ng loob na mamuhay ayon sa mga sagot na iyon, kahit lumalaban ang mundo."
Literal,Phil-IRI 2024 JHS FIL Post G4,Phil-IRI 2024 JHS FIL Post G4 — Pahiyas Festival,"Bawat ika-15 ng Mayo, ipinagdiriwang ng bayan ng Lucban sa Quezon ang Pahiyas Festival. Ito ay isang pista na nagpapasalamat sa maayos na ani ng mga magsasaka. Sa araw na ito, dinidinayuhan ng maraming tao ang Lucban para makita ang magagandang palamuti sa mga bahay. Ang mga pabahay ay nagde-decorate ng kiping, mga gulay, prutas, bulaklak, at iba pang mga produkto mula sa bukid. Ang kiping ay mga kulay-kulay na galamay-atis na yari sa bigas na sinasabit sa mga dingding at bintana ng bahay. Naglalakad ang mga bisita sa mga kalsada at pumipili ng pinakamaganda at pinakamalikhaing palamuti. May mga hurado na pumipili ng pinakamahusay na bahay bawat taon. Malaki ang tuwa ng lahat, lalo na ng mga bata, dahil maraming masasarap na pagkain at sorpresa sa buong bayan. Ang Pahiyas Festival ay isang pagdiriwang ng sining, kultura, at pasasalamat ng mga taga-Lucban sa kanilang kabuhayan."
Literal,Phil-IRI 2024 JHS FIL Post G5,Phil-IRI 2024 JHS FIL Post G5 — Kapaligiran,"Ang kapaligiran ay ang ating tahanan. Dito tayo nabubuhay, kumakain, at lumalago. Ang malinis na kapaligiran ay nagbibigay sa atin ng sariwang hangin, malinis na tubig, at masustansyang pagkain. Ngunit sa kasalukuyan, maraming bahagi ng ating kapaligiran ang nasisirang dahil sa mga gawa ng tao. Ang mga pabrika ay nagtatapon ng usok sa hangin. Ang mga basura ay itinitapon sa mga ilog at karagatan. Ang mga gubat ay pinipintasan para sa lupaing maaaring itayo ng mga gusali o sakahan. Dahil dito, maraming halaman at hayop ang nanganganib. Mabilis na nagbabago ang klima, at naghihirap ang maraming tao sa mga baha, tagtuyot, at matinding bagyo. Ang bawat isa sa atin ay may responsibilidad sa pangangalaga ng kapaligiran. Maaari tayong mag-ulit ng basura, gumamit ng mas kaunting kuryente, at magtanim ng mga puno. Ang maliliit na hakbang ng bawat isa ay maaaring makagawa ng malaking pagbabago para sa ating kalikasan."
Literal,Phil-IRI 2024 JHS FIL Post G6,Phil-IRI 2024 JHS FIL Post G6 — Populasyon,"Ang populasyon ng Pilipinas ay patuloy na lumalaki. Ayon sa pinakabagong datos, mahigit 110 milyong Pilipino na ang nakatira sa ating bansa. Ito ay nagdudulot ng maraming hamon para sa pamahalaan at sa bawat komunidad. Kabilang sa mga hamon ang pagbibigay ng sapat na pagkain, pabahay, paaralan, at trabaho sa lahat ng mamamayan. Sa mga lungsod tulad ng Maynila at Cebu, mabilis na lumalaki ang populasyon dahil maraming tao ang lumilipat mula sa probinsya para maghanap ng trabaho. Dahil dito, nagiging masikip at nagiging mahirap ang pamumuhay sa mga lungsod. Sa kabukiran naman, mababa ang populasyon ngunit kulang ang mga serbisyo ng pamahalaan. Mahalaga ang family planning o responsableng pagpaplano ng pamilya para matulungan ang mga pamilya na mapamahalaan ang laki ng kanilang pamilya. Kapag ang populasyon ay maayos na napamamahalaan, mas madaling maiangat ng bansa ang kalidad ng buhay ng bawat mamamayan."
Inferential,Phil-IRI 2024 JHS FIL Post G7,Phil-IRI 2024 JHS FIL Post G7 — Mahalin Natin ang Ating Kapaligiran,"Ang kalikasan ay hindi lamang isang background sa ating buhay — ito ay pundasyon ng lahat ng ating ginagawa. Kung wala ang malinis na hangin, tubig, at lupa, walang sibilisasyon ang makakatagal. Sa kabila nito, patuloy tayong nakikita na nananakit sa kalikasan: nagtatambak ng basura sa mga ilog, nagputuputol ng mga punong hindi kailangang putulin, at gumagamit ng mga plastik kahit alam natin ang pinsalang dulot nito. Minsan, ang problema ay tila napakalaki at napakahirap na solusyunan kaya pakiramdam natin ay walang silbi ang ating gagawin. Ngunit ang katotohanan ay bawat maliit na kilos ay may kahulugan. Kung bawat Pilipino ay magtatanim ng isang puno sa kanyang buhay, isipa mo kung gaano karaming puno ang maidadagdag sa ating kapaligiran. Ang pagmamahal sa kapaligiran ay hindi isang opsyon — ito ay isang pananagutan. At ang pagtupad sa pananagutang iyon ay nagsisimula sa bawat isa sa atin, dito at ngayon."
Evaluative,Phil-IRI 2024 JHS FIL Post G8,Phil-IRI 2024 JHS FIL Post G8 — Pangunahing Senyales ng Diabetes sa mga Bata,"Ang diabetes ay isang sakit na patuloy na nagpapalakas sa buong mundo, at hindi na ito eksklusibo sa mga matatanda. Sa nakalipas na ilang dekada, ang bilang ng mga bata at kabataang nagkakaroon ng Type 2 diabetes ay kapansin-pansing tumaas. Ang sakit na ito ay nangyayari kapag hindi na sapat ang produksyon ng insulin ng katawan o hindi na epektibo ang paggamit nito, na nagreresulta sa mataas na antas ng glucose sa dugo. Ang mga pangunahing palatandaan ng diabetes sa mga bata ay kinabibilangan ng madalas na pag-ihi, matinding pagkauhaw, biglaang pagbaba ng timbang sa kabila ng normal na pagkain, paulit-ulit na puyat, at mabagal na paggaling ng mga sugat. Ang ilan ay nagrereklamo rin ng malabong paningin at pamamanhid ng mga kamay at paa. Kung hindi agad matutugunan, ang diabetes ay maaaring humantong sa seryosong komplikasyon tulad ng sakit sa puso, kidney failure, at pagkabulag. Mahalaga ang maagang pagtukoy at tamang pamamahala ng sakit sa pamamagitan ng wastong diyeta, regular na ehersisyo, at medikal na gabay."
Evaluative,Phil-IRI 2024 JHS FIL Post G9,Phil-IRI 2024 JHS FIL Post G9 — Alegorya ng Upuan,"Ang upuan ay isang simpleng bagay. Ito ay ginawa para umupo ang tao — para magpahinga, para manilbihan sa iba. Ngunit sa ating lipunan, ang upuan ay naging simbolo ng kapangyarihan. Ang upuang pinakamataas ay hinahangad ng lahat, ngunit hindi lahat ay karapat-dapat dito. Maraming umaangat sa kapangyarihan hindi dahil sa kanilang kakayahan o integridad, kundi dahil sa kanilang koneksyon, kayamanan, o kakayahang dayain ang sistema. Kapag umupo na sila, nakalimutan na nila kung bakit sila umupo — kung para saan ang kanilang posisyon. Ginagamit nila ang upuan para sa sarili nilang kapakanan, hindi para sa mga taong dapat nilang pagsilbihan. Ang alegoryang ito ay hindi kailanman nawala sa kasaysayan ng Pilipinas. Mula sa panahon ng kolonyal na pamumuno hanggang sa kasalukuyang demokrasya, paulit-ulit na ang kwentong ito. Ang tanong na dapat nating itanong ay hindi lamang kung sino ang umupo kundi para kaninong kapakanan ang upuang iyon. Hanggang hindi natin sinasagot ang tanong na ito nang buong katapatan, hindi tayo makalalabas sa bilog ng kapangyarihang walang pananagutan."
Evaluative,Phil-IRI 2024 JHS FIL Post G10,Phil-IRI 2024 JHS FIL Post G10 — Whang-Od,"Sa nayon ng Buscalan sa Kalinga, Pilipinas, naninirahan ang isang babae na itinuring ng marami bilang isa sa mga pinakamahalagang tagapag-ingat ng katutubong kultura ng bansa. Si Whang-Od Oggay, ipinanganak noong 1917, ay ang pinakatanda at pinakakilalang mambabatok — isang manggagawa ng tradisyunal na Kalinga na pagtatato. Sa loob ng mahigit isang siglo, ginagamit niya ang isang tinik ng pomelo at karbong tubig na nakalagay sa isang maliit na kawayan upang mantatao ng mga makabuluhang simbolo sa balat ng mga nagnanais ng batok. Ang mga disenyo na kanyang ginagawa ay higit sa ornamentation: ang bawat linya ay may kahulugang kultural at espirituwal, nagtatala ng katayuan ng isang tao sa komunidad, ng kanyang mga tagumpay, at ng kanyang koneksyon sa kanyang mga ninuno. Sa pamamagitan ng kanyang gawain, nagpapatuloy si Whang-Od ng isang tradisyon na maaaring mawala. Nakilala siya ng pamahalaan ng Pilipinas bilang isang Gawad sa Manlilikha ng Bayan, ang pinakamataas na parangal na ibinibigay sa mga katutubong artisano. Ang kanyang kwento ay nagpapaalaala sa atin na ang tunay na sining ay hindi lamang ganda — ito ay pagpapatuloy ng pagkakakilanlan, kahulugan, at pag-alaala."
